UDI,Date,System,Control,Product ID,Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Diagnostic
8348,06/05/2019 06:04,98,B,L55527,L,,,1665,31.1,,No failure
8349,04/05/2019 12:53,98,B,M23208,M,,,1452,42.7,,No failure
8350,06/05/2019 16:00,98,A,M23209,M,298.7,309.5,1487,,,No failure
8351,04/07/2019 14:44,98,B,M23210,M,,,1382,48.1,,No failure
8352,04/07/2019 18:17,98,A,M23211,M,298.7,309.6,1686,,,No failure
8353,05/07/2019 08:16,98,C,L55532,L,,,,36.9,192,No failure
8354,08/07/2019 07:54,98,A,L55533,L,298.7,309.6,1442,,,No failure
8355,05/07/2019 10:36,98,B,L55534,L,,,1390,50.3,,No failure
8356,12/10/2019 05:21,98,A,L55535,L,298.7,309.6,1502,,,No failure
8357,30/12/2019 03:33,98,B,M23216,M,,,1344,59.4,,No failure
8358,21/03/2020 12:53,98,C,L55537,L,,,,46.3,203,Tool Wear Failure
8359,30/04/2014 21:50,99,C,L55538,L,,,,37.4,0,No failure
8360,02/05/2014 18:02,99,A,M23219,M,298.6,309.6,1525,,,No failure
8361,03/05/2014 03:39,99,B,L55540,L,,,1540,35.8,,No failure
8362,05/08/2014 14:56,99,A,L55541,L,298.6,309.5,1450,,,No failure
8363,09/08/2014 16:53,99,C,L55542,L,,,,62.5,9,No failure
8364,06/08/2014 12:16,99,C,L55543,L,,,,45,11,No failure
8365,05/11/2014 03:16,99,B,L55544,L,,,1396,49,,No failure
8366,03/11/2014 08:34,99,B,M23225,M,,,1551,36.6,,No failure
8367,02/11/2014 17:59,99,B,M23226,M,,,1836,22.8,,No failure
8368,02/11/2014 13:35,99,A,L55547,L,298.9,309.8,1390,,,No failure
8369,02/11/2014 03:35,99,C,L55548,L,,,,42.1,23,No failure
8370,06/01/2015 08:10,99,A,L55549,L,298.8,309.7,1953,,,No failure
8371,06/01/2015 17:19,99,C,L55550,L,,,,33.6,27,No failure
8372,05/01/2015 09:37,99,B,L55551,L,,,1881,21.7,,No failure
8373,08/01/2015 17:03,99,A,M23232,M,298.8,309.7,1448,,,No failure
8374,08/01/2015 23:11,99,C,M23233,M,,,,50.5,34,No failure
8375,03/05/2015 17:58,99,A,L55554,L,298.8,309.7,1225,,,No failure
8376,02/05/2015 16:27,99,C,M23235,M,,,,48.2,39,No failure
8377,04/05/2015 17:40,99,A,L55556,L,298.8,309.8,1334,,,No failure
8378,06/08/2015 00:17,99,C,L55557,L,,,,50.3,44,No failure
8379,09/08/2015 08:41,99,B,M23238,M,,,1331,61.6,,No failure
8380,15/10/2015 15:28,99,C,L55559,L,,,,31.9,49,No failure
8381,26/01/2016 20:39,99,C,L55560,L,,,,25.7,51,No failure
8382,29/01/2016 04:03,99,B,H37795,H,,,1530,38.3,,No failure
8383,29/01/2016 11:42,99,A,L55562,L,298.9,310,1719,,,No failure
8384,30/01/2016 19:35,99,A,M23243,M,298.8,309.9,1495,,,No failure
8385,30/01/2016 23:31,99,B,L55564,L,,,1450,43.1,,No failure
8386,18/05/2016 21:31,99,C,H37799,H,,,,38.8,65,No failure
8387,26/07/2016 13:59,99,C,M23246,M,,,,37.1,70,No failure
8388,30/07/2016 00:03,99,A,L55567,L,298.8,309.9,1351,,,No failure
8389,22/11/2016 11:56,99,C,L55568,L,,,,46.5,75,No failure
8390,24/11/2016 21:33,99,B,L55569,L,,,1525,39.7,,No failure
8391,24/11/2016 14:18,99,A,M23250,M,298.8,309.8,1288,,,No failure
8392,10/03/2017 08:07,99,B,L55571,L,,,1423,42.7,,No failure
8393,07/03/2017 15:34,99,A,M23252,M,298.5,309.6,1502,,,No failure
8394,10/03/2017 15:24,99,A,L55573,L,298.5,309.5,1428,,,No failure
8395,08/03/2017 21:58,99,A,M23254,M,298.6,309.5,1566,,,No failure
8396,02/06/2017 15:08,99,B,M23255,M,,,1483,44.8,,No failure
8397,31/05/2017 05:15,99,B,H37810,H,,,1593,33.3,,No failure
8398,04/06/2017 01:34,99,A,L55577,L,298.5,309.6,1724,,,No failure
8399,28/09/2017 15:30,99,B,L55578,L,,,2617,12.1,,Power Failure
8400,01/10/2017 17:48,99,A,L55579,L,298.6,309.7,1294,,,No failure
8401,30/09/2017 02:06,99,A,L55580,L,298.6,309.6,1533,,,No failure
8402,30/09/2017 23:31,99,B,H37815,H,,,1671,31.8,,No failure
8403,03/10/2017 14:03,99,A,L55582,L,298.5,309.5,1370,,,No failure
8404,07/12/2017 00:04,99,A,L55583,L,298.5,309.6,1462,,,No failure
8405,27/03/2018 17:58,99,B,L55584,L,,,1545,36.6,,No failure
8406,21/07/2018 03:48,99,A,M23265,M,298.4,309.5,1484,,,No failure
8407,20/07/2018 19:51,99,C,M23266,M,,,,45.3,122,No failure
8408,24/07/2018 02:08,99,A,L55587,L,298.4,309.5,1357,,,No failure
8409,08/11/2018 14:14,99,C,M23268,M,,,,33,127,No failure
8410,02/11/2018 22:44,99,A,L55589,L,298.5,309.6,1861,,,No failure
8411,07/11/2018 01:17,99,A,L55590,L,298.5,309.5,1548,,,No failure
8412,05/11/2018 03:22,99,B,L55591,L,,,1496,37.7,,No failure
8413,04/11/2018 06:12,99,C,M23272,M,,,,49.7,136,No failure
8414,02/02/2019 17:46,99,C,M23273,M,,,,49.7,139,No failure
8415,04/02/2019 15:59,99,A,L55594,L,298.6,309.8,1842,,,No failure
8416,07/02/2019 07:54,99,B,M23275,M,,,1434,53,,No failure
8417,06/02/2019 03:31,99,B,M23276,M,,,1585,31.3,,No failure
8418,23/04/2019 19:55,99,C,H37831,H,,,,30.7,150,No failure
8419,22/04/2019 10:52,99,C,L55598,L,,,,23.2,155,No failure
8420,22/04/2019 10:11,99,C,L55599,L,,,,39.9,157,No failure
8421,22/04/2019 22:25,99,B,L55600,L,,,1546,37.7,,No failure
8422,15/07/2019 04:26,99,B,L55601,L,,,1496,36.3,,No failure
8423,14/07/2019 18:20,99,A,H37836,H,298.9,310.3,1243,,,No failure
8424,15/07/2019 17:38,99,B,L55603,L,,,1452,46.2,,No failure
8425,21/09/2019 01:02,99,C,L55604,L,,,,44.7,170,No failure
8426,21/09/2019 22:51,99,B,L55605,L,,,1567,38.4,,No failure
8427,21/09/2019 20:24,99,B,L55606,L,,,1628,35.9,,No failure
8428,18/12/2019 11:27,99,A,L55607,L,299.1,310.4,1505,,,No failure
8429,14/12/2019 12:08,99,C,M23288,M,,,,28,178,No failure
8430,02/03/2020 13:21,99,B,L55609,L,,,1577,40,,No failure
8431,29/02/2020 09:28,99,B,L55610,L,,,1304,57.2,,No failure
8432,29/02/2020 03:54,99,B,H37845,H,,,1324,54.6,,No failure
8433,01/03/2020 08:37,99,A,L55612,L,298.8,310,1537,,,No failure
8434,02/03/2020 16:28,99,A,M23293,M,298.8,310.1,1501,,,No failure
8435,04/06/2020 06:59,99,C,M23294,M,,,,29.1,195,No failure
8436,07/06/2020 11:08,99,A,M23295,M,298.7,310,1519,,,No failure
8437,08/06/2020 02:13,99,B,L55616,L,,,1371,51.3,,No failure
8438,07/06/2020 21:39,99,C,L55617,L,,,,65.9,203,Overstrain Failure
8439,07/06/2020 15:51,99,B,L55618,L,,,1469,42.8,,No failure
8440,29/09/2020 13:40,99,C,L55619,L,,,,34.6,207,No failure
8441,22/03/2014 14:50,100,B,L55620,L,,,1370,56,,No failure
8442,24/03/2014 15:39,100,C,L55621,L,,,,30.6,2,No failure
8443,26/03/2014 05:22,100,B,L55622,L,,,1517,39,,No failure
8444,27/03/2014 10:18,100,A,M23303,M,298.6,309.9,1668,,,No failure
8445,23/03/2014 13:52,100,C,M23304,M,,,,24.9,9,No failure
8446,21/06/2014 03:18,100,B,M23305,M,,,1541,36.9,,No failure
8447,21/06/2014 23:24,100,B,L55626,L,,,1482,42.1,,No failure
8448,22/06/2014 16:48,100,A,L55627,L,298.6,310.1,1439,,,No failure
8449,21/06/2014 20:13,100,B,L55628,L,,,1492,41.2,,No failure
8450,22/09/2014 02:27,100,A,L55629,L,298.4,309.9,1725,,,No failure
8451,23/09/2014 12:42,100,A,L55630,L,298.4,310,1559,,,No failure
8452,04/12/2014 14:53,100,B,L55631,L,,,1435,42.5,,No failure
8453,04/12/2014 18:06,100,B,M23312,M,,,1512,37.5,,No failure
8454,12/03/2015 06:24,100,C,L55633,L,,,,37.1,30,No failure
8455,28/05/2015 08:34,100,B,L55634,L,,,1522,40.3,,No failure
8456,29/05/2015 11:39,100,B,L55635,L,,,1356,59.5,,No failure
8457,24/05/2015 04:57,100,A,L55636,L,298.6,309.9,1556,,,No failure
8458,01/09/2015 22:31,100,B,L55637,L,,,1393,45.5,,No failure
8459,01/09/2015 00:55,100,C,L55638,L,,,,26.8,40,No failure
8460,29/08/2015 22:44,100,A,L55639,L,298.7,309.9,1651,,,No failure
8461,27/08/2015 22:58,100,A,L55640,L,298.7,309.9,1372,,,No failure
8462,16/12/2015 16:27,100,C,L55641,L,,,,43.3,46,No failure
8463,17/12/2015 15:00,100,B,M23322,M,,,1501,44.7,,No failure
8464,15/04/2016 06:43,100,C,M23323,M,,,,45.1,51,No failure
8465,18/04/2016 09:32,100,B,H37878,H,,,1672,27.5,,No failure
8466,15/04/2016 13:58,100,C,M23325,M,,,,40.5,59,No failure
8467,19/04/2016 14:51,100,A,L55646,L,298.7,309.8,1469,,,No failure
8468,24/06/2016 03:18,100,C,L55647,L,,,,28.3,64,No failure
8469,19/06/2016 02:39,100,B,H37882,H,,,1463,39.1,,No failure
8470,22/06/2016 15:17,100,B,M23329,M,,,1280,64.1,,No failure
8471,23/08/2016 20:56,100,C,L55650,L,,,,38,74,No failure
8472,24/08/2016 11:36,100,B,L55651,L,,,1332,46.4,,No failure
8473,25/08/2016 06:24,100,B,L55652,L,,,1634,37.8,,No failure
8474,23/08/2016 00:31,100,A,M23333,M,298.6,309.8,1430,,,No failure
8475,25/08/2016 06:47,100,B,M23334,M,,,1523,44.6,,No failure
8476,07/12/2016 18:20,100,A,M23335,M,298.5,309.7,1557,,,No failure
8477,05/02/2017 04:32,100,B,L55656,L,,,1585,32.2,,No failure
8478,04/02/2017 22:41,100,C,H37891,H,,,,33.5,91,No failure
8479,29/05/2017 09:52,100,C,M23338,M,,,,60.8,96,No failure
8480,31/07/2017 17:54,100,B,L55659,L,,,1627,33.4,,No failure
8481,19/11/2017 04:22,100,B,L55660,L,,,1477,35.6,,No failure
8482,19/11/2017 04:41,100,C,M23341,M,,,,29,103,No failure
8483,17/11/2017 21:29,100,C,L55662,L,,,,38.1,106,No failure
8484,27/02/2018 07:05,100,A,L55663,L,298.3,309.4,1618,,,No failure
8485,23/02/2018 05:59,100,C,L55664,L,,,,50.3,110,No failure
8486,24/02/2018 10:14,100,C,L55665,L,,,,47.9,112,No failure
8487,23/05/2018 09:37,100,B,M23346,M,,,1501,40.2,,No failure
8488,21/05/2018 08:17,100,C,L55667,L,,,,50.1,117,No failure
8489,23/05/2018 04:35,100,C,L55668,L,,,,43.2,119,No failure
8490,25/05/2018 01:04,100,B,L55669,L,,,1461,46.3,,No failure
8491,22/05/2018 02:30,100,A,M23350,M,298.5,309.6,1364,,,No failure
8492,31/07/2018 21:14,100,C,L55671,L,,,,38.6,126,No failure
8493,26/07/2018 22:07,100,B,M23352,M,,,1514,38.8,,No failure
8494,29/07/2018 06:54,100,B,M23353,M,,,1560,36.9,,No failure
8495,18/10/2018 12:44,100,B,L55674,L,,,1542,36.7,,No failure
8496,19/10/2018 09:10,100,B,L55675,L,,,1668,27.1,,No failure
8497,17/10/2018 15:47,100,C,M23356,M,,,,22.6,138,No failure
8498,18/10/2018 22:47,100,A,M23357,M,298.3,309.4,1509,,,No failure
8499,29/01/2019 09:22,100,C,L55678,L,,,,37.8,144,No failure
8500,27/01/2019 11:47,100,A,L55679,L,298.4,309.6,1655,,,No failure
8501,27/01/2019 05:23,100,C,L55680,L,,,,30.3,148,No failure
8502,18/04/2019 19:53,100,B,L55681,L,,,1581,34.6,,No failure
8503,19/04/2019 05:39,100,A,H37916,H,298.6,309.8,1279,,,No failure
8504,06/08/2019 07:37,100,B,L55683,L,,,1468,40.9,,No failure
8505,07/08/2019 20:01,100,C,L55684,L,,,,41.3,159,No failure
8506,05/08/2019 00:40,100,A,L55685,L,298.4,309.7,1530,,,No failure
8507,05/12/2019 06:58,100,B,L55686,L,,,1710,27.3,,No failure
8508,01/12/2019 18:10,100,A,L55687,L,298.4,309.7,1518,,,No failure
8509,04/12/2019 03:58,100,B,M23368,M,,,1679,33.3,,No failure
8510,30/11/2019 13:28,100,A,M23369,M,298.4,309.7,1870,,,No failure
8511,17/02/2020 04:33,100,B,L55690,L,,,1484,44.3,,No failure
8512,14/02/2020 18:52,100,B,L55691,L,,,1457,44.2,,No failure
8513,15/04/2020 07:02,100,C,H37926,H,,,,36.2,177,No failure
8514,17/04/2020 06:02,100,A,M23373,M,298.2,309.5,1478,,,No failure
8515,15/04/2020 01:17,100,A,L55694,L,298.2,309.4,1447,,,No failure
8516,12/04/2020 17:49,100,A,L55695,L,298.2,309.4,1443,,,No failure
8517,13/08/2020 21:22,100,C,L55696,L,,,,30.9,189,No failure
8518,13/08/2020 16:24,100,B,M23377,M,,,1469,54.8,,No failure
8519,10/11/2020 22:28,100,B,M23378,M,,,1681,27.1,,No failure
8520,14/02/2021 02:33,100,B,L55699,L,,,1420,44.1,,No failure
8521,16/02/2021 05:46,100,A,M23380,M,298.3,309.5,1543,,,No failure
8522,16/02/2021 02:18,100,A,L55701,L,298.4,309.5,1376,,,No failure
8523,03/04/2014 04:40,101,C,H37936,H,,,,29.8,0,No failure
8524,31/03/2014 17:19,101,C,H37937,H,,,,41.7,5,No failure
8525,22/06/2014 18:12,101,C,L55704,L,,,,46.2,10,No failure
8526,22/06/2014 12:54,101,A,L55705,L,298.3,309.4,1378,,,No failure
8527,21/06/2014 01:10,101,B,L55706,L,,,1401,51.9,,No failure
8528,23/06/2014 00:08,101,C,L55707,L,,,,37.4,16,No failure
8529,24/06/2014 02:03,101,C,L55708,L,,,,35.8,18,No failure
8530,16/09/2014 20:00,101,C,M23389,M,,,,47.4,20,No failure
8531,15/12/2014 03:17,101,B,M23390,M,,,1615,31.8,,No failure
8532,17/03/2015 17:00,101,B,L55711,L,,,1449,46.5,,No failure
8533,16/03/2015 11:24,101,B,L55712,L,,,1315,55.5,,No failure
8534,21/05/2015 19:50,101,B,M23393,M,,,1465,41.1,,No failure
8535,19/05/2015 04:48,101,B,M23394,M,,,1404,43.3,,No failure
8536,22/05/2015 22:36,101,C,L55715,L,,,,44.8,36,No failure
8537,22/07/2015 13:52,101,A,M23396,M,298.6,309.5,1426,,,No failure
8538,21/11/2015 20:49,101,A,L55717,L,298.6,309.5,1730,,,No failure
8539,20/11/2015 17:19,101,A,L55718,L,298.5,309.4,1548,,,No failure
8540,20/11/2015 12:20,101,A,L55719,L,298.5,309.4,1517,,,No failure
8541,23/11/2015 05:15,101,A,L55720,L,298.6,309.5,1687,,,No failure
8542,01/03/2016 08:57,101,A,L55721,L,298.5,309.5,1738,,,No failure
8543,29/02/2016 14:25,101,C,H37956,H,,,,35.3,51,No failure
8544,28/02/2016 04:22,101,B,M23403,M,,,1365,48.7,,No failure
8545,29/02/2016 21:48,101,A,H37958,H,298.5,309.4,2011,,,No failure
8546,20/06/2016 12:00,101,A,L55725,L,298.4,309.3,1806,,,No failure
8547,19/06/2016 18:59,101,C,L55726,L,,,,28.4,66,No failure
8548,24/06/2016 02:18,101,C,M23407,M,,,,24.3,68,No failure
8549,19/06/2016 18:33,101,C,L55728,L,,,,36.3,71,No failure
8550,12/09/2016 10:35,101,B,L55729,L,,,1558,37.2,,No failure
8551,11/09/2016 03:54,101,B,L55730,L,,,1456,45.5,,No failure
8552,06/01/2017 18:16,101,C,M23411,M,,,,49,77,No failure
8553,23/04/2017 01:50,101,B,L55732,L,,,1467,44.5,,No failure
8554,21/04/2017 20:56,101,C,M23413,M,,,,38.2,82,No failure
8555,21/04/2017 07:56,101,C,L55734,L,,,,33.9,85,No failure
8556,20/04/2017 15:13,101,B,L55735,L,,,1596,37.2,,No failure
8557,17/04/2017 15:07,101,C,L55736,L,,,,40.6,89,No failure
8558,29/07/2017 21:45,101,B,L55737,L,,,1471,48.3,,No failure
8559,27/07/2017 05:18,101,C,M23418,M,,,,41.3,93,No failure
8560,24/11/2017 19:42,101,A,L55739,L,298.3,309,1519,,,No failure
8561,17/02/2018 15:40,101,A,L55740,L,298.3,309,1408,,,No failure
8562,05/06/2018 18:54,101,A,L55741,L,298.2,308.9,1332,,,No failure
8563,01/06/2018 18:38,101,A,L55742,L,298.1,308.9,1351,,,No failure
8564,27/08/2018 20:05,101,A,L55743,L,298,308.9,1500,,,No failure
8565,25/08/2018 14:07,101,B,M23424,M,,,1614,30.7,,No failure
8566,29/08/2018 00:23,101,C,L55745,L,,,,36.5,109,No failure
8567,24/08/2018 09:41,101,A,M23426,M,297.9,308.7,1751,,,No failure
8568,25/08/2018 04:32,101,A,L55747,L,298,308.7,1511,,,No failure
8569,29/10/2018 09:20,101,A,L55748,L,297.9,308.6,1691,,,No failure
8570,29/10/2018 13:05,101,B,L55749,L,,,1757,27.5,,No failure
8571,28/10/2018 07:04,101,B,H37984,H,,,1545,35.9,,No failure
8572,27/10/2018 14:44,101,A,L55751,L,297.9,308.6,2262,,,No failure
8573,29/10/2018 04:19,101,B,M23432,M,,,1559,35.2,,No failure
8574,16/01/2019 16:35,101,C,L55753,L,,,,32.4,130,No failure
8575,16/01/2019 08:53,101,B,L55754,L,,,1424,53.9,,No failure
8576,12/04/2019 13:16,101,B,M23435,M,,,1648,29.1,,No failure
8577,10/04/2019 19:18,101,B,L55756,L,,,1523,39.5,,No failure
8578,10/04/2019 05:51,101,C,L55757,L,,,,43.2,139,No failure
8579,23/07/2019 21:50,101,A,L55758,L,297.5,308.2,1489,,,No failure
8580,22/07/2019 03:20,101,B,M23439,M,,,1620,31.2,,No failure
8581,30/10/2019 05:32,101,B,L55760,L,,,1631,30.6,,No failure
8582,03/11/2019 02:30,101,C,M23441,M,,,,45.8,148,No failure
8583,31/10/2019 15:23,101,B,M23442,M,,,1334,72,,Power Failure
8584,01/11/2019 02:40,101,C,L55763,L,,,,38,154,No failure
8585,02/11/2019 03:16,101,A,L55764,L,297.4,307.9,1390,,,No failure
8586,03/02/2020 10:51,101,C,M23445,M,,,,48.5,158,No failure
8587,04/02/2020 14:11,101,C,H38000,H,,,,37.5,161,No failure
8588,15/05/2020 21:37,101,B,M23447,M,,,1627,34.3,,No failure
8589,19/05/2020 17:58,101,B,L55768,L,,,1385,44.4,,No failure
8590,05/08/2020 07:44,101,B,M23449,M,,,1538,48,,No failure
8591,07/08/2020 03:03,101,A,L55770,L,297.4,307.9,1557,,,No failure
8592,07/08/2020 03:05,101,C,L55771,L,,,,33.4,176,No failure
8593,05/08/2020 23:13,101,B,M23452,M,,,1430,44.5,,No failure
8594,08/08/2020 08:44,101,A,M23453,M,297.4,308,1601,,,No failure
8595,08/11/2020 23:39,101,B,L55774,L,,,1356,51.9,,No failure
8596,09/11/2020 08:49,101,B,M23455,M,,,1624,30.9,,No failure
8597,06/11/2020 18:56,101,B,L55776,L,,,1327,56.5,,No failure
8598,26/02/2021 00:08,101,B,L55777,L,,,1410,47,,No failure
8599,01/03/2021 21:55,101,C,L55778,L,,,,42.3,193,No failure
8600,25/02/2021 14:58,101,A,L55779,L,297.6,308.4,1460,,,No failure
8601,19/06/2021 16:58,101,A,L55780,L,297.5,308.3,1435,,,No failure
8602,14/06/2021 14:45,101,B,H38015,H,,,1359,46.9,,No failure
8603,20/06/2021 10:56,101,C,L55782,L,,,,31.7,204,No failure
8604,17/06/2021 21:54,101,B,H38017,H,,,1384,49.1,,No failure
8605,16/09/2021 02:34,101,C,L55784,L,,,,52.1,211,No failure
8606,20/09/2021 15:26,101,C,L55785,L,,,,33.3,213,No failure
8607,17/09/2021 06:38,101,C,M23466,M,,,,37.2,215,No failure
8608,18/09/2021 18:14,101,B,L55787,L,,,1433,50,,No failure
8609,15/09/2021 12:15,101,C,L55788,L,,,,50.6,220,Overstrain Failure
8610,17/04/2014 09:37,101,C,L55789,L,,,,40.5,222,Tool Wear Failure
8611,18/04/2014 07:07,102,B,L55790,L,,,1561,38.3,,No failure
8612,14/04/2014 10:56,102,B,L55791,L,,,1472,45.5,,No failure
8613,15/04/2014 08:34,102,B,L55792,L,,,1441,44.5,,No failure
8614,19/04/2014 08:30,102,A,M23473,M,297.5,308.5,1401,,,No failure
8615,17/08/2014 20:01,102,B,L55794,L,,,1691,33.1,,No failure
8616,18/08/2014 10:31,102,B,L55795,L,,,1382,47.1,,No failure
8617,20/11/2014 05:00,102,A,L55796,L,297.6,308.6,1355,,,No failure
8618,23/11/2014 15:08,102,C,L55797,L,,,,45.3,15,No failure
8619,21/11/2014 17:47,102,A,L55798,L,297.7,308.7,1829,,,No failure
8620,19/11/2014 22:14,102,B,H38033,H,,,1480,39.8,,No failure
8621,06/02/2015 11:07,102,A,L55800,L,297.6,308.5,1475,,,No failure
8622,22/05/2015 06:44,102,A,M23481,M,297.6,308.5,1431,,,No failure
8623,27/05/2015 14:41,102,A,L55802,L,297.5,308.3,1437,,,No failure
8624,03/08/2015 20:19,102,B,M23483,M,,,1476,45.6,,No failure
8625,29/10/2015 21:36,102,C,H38038,H,,,,39.7,34,No failure
8626,25/10/2015 23:27,102,C,L55805,L,,,,33.5,39,No failure
8627,13/01/2016 04:13,102,C,L55806,L,,,,49.7,41,No failure
8628,12/01/2016 12:38,102,A,L55807,L,297.4,308.3,1347,,,No failure
8629,28/03/2016 02:43,102,B,L55808,L,,,1747,31,,No failure
8630,23/06/2016 19:53,102,B,H38043,H,,,1557,39.1,,No failure
8631,23/06/2016 06:22,102,B,L55810,L,,,1371,57.4,,No failure
8632,26/06/2016 05:59,102,B,H38045,H,,,1506,37,,No failure
8633,13/09/2016 14:28,102,B,L55812,L,,,1590,35.5,,No failure
8634,18/09/2016 20:39,102,C,L55813,L,,,,53.7,61,No failure
8635,17/09/2016 16:19,102,A,L55814,L,297.3,308.3,1411,,,No failure
8636,19/09/2016 04:32,102,A,L55815,L,297.4,308.3,1704,,,No failure
8637,08/12/2016 16:07,102,C,L55816,L,,,,27.3,67,No failure
8638,08/12/2016 21:39,102,B,L55817,L,,,1459,39.7,,No failure
8639,11/12/2016 17:49,102,B,L55818,L,,,1572,35.9,,No failure
8640,11/12/2016 12:43,102,A,L55819,L,297.5,308.4,1384,,,No failure
8641,13/12/2016 11:08,102,C,L55820,L,,,,47.5,75,No failure
8642,06/04/2017 04:18,102,A,M23501,M,297.6,308.5,1360,,,No failure
8643,30/07/2017 07:48,102,C,M23502,M,,,,36.6,80,No failure
8644,31/07/2017 07:08,102,C,L55823,L,,,,54.3,83,No failure
8645,01/08/2017 11:27,102,B,M23504,M,,,1443,38.2,,No failure
8646,30/07/2017 04:19,102,B,M23505,M,,,1492,35.5,,No failure
8647,12/10/2017 18:10,102,C,L55826,L,,,,43.9,91,No failure
8648,16/10/2017 11:01,102,B,L55827,L,,,1530,38.5,,No failure
8649,14/10/2017 16:22,102,C,M23508,M,,,,46.2,95,No failure
8650,14/10/2017 05:55,102,C,L55829,L,,,,61.8,98,No failure
8651,25/12/2017 16:51,102,C,H38064,H,,,,27.4,100,No failure
8652,24/12/2017 00:37,102,B,M23511,M,,,1564,35,,No failure
8653,25/12/2017 05:25,102,B,H38066,H,,,1461,41.5,,No failure
8654,24/12/2017 00:51,102,C,M23513,M,,,,57.9,113,No failure
8655,26/12/2017 02:04,102,C,M23514,M,,,,46.8,116,No failure
8656,02/03/2018 19:18,102,B,L55835,L,,,1268,60.6,,No failure
8657,01/03/2018 01:06,102,A,M23516,M,297.3,308.3,1697,,,No failure
8658,02/03/2018 09:33,102,C,L55837,L,,,,46,124,No failure
8659,02/03/2018 17:28,102,A,L55838,L,297.4,308.5,1496,,,No failure
8660,28/02/2018 21:15,102,C,L55839,L,,,,55.6,128,No failure
8661,22/05/2018 09:23,102,A,L55840,L,297.4,308.5,1295,,,No failure
8662,19/05/2018 04:29,102,A,L55841,L,297.4,308.5,1643,,,No failure
8663,20/05/2018 17:55,102,A,L55842,L,297.5,308.6,1514,,,No failure
8664,21/07/2018 11:20,102,B,L55843,L,,,1671,29.4,,No failure
8665,17/11/2018 21:33,102,B,H38078,H,,,1355,58.9,,No failure
8666,16/11/2018 04:09,102,C,L55845,L,,,,50.6,143,No failure
8667,22/02/2019 21:13,102,A,L55846,L,297.5,308.7,1407,,,No failure
8668,20/02/2019 12:42,102,C,M23527,M,,,,46.1,147,No failure
8669,14/05/2019 13:35,102,A,L55848,L,297.5,308.8,1502,,,No failure
8670,16/05/2019 13:13,102,B,M23529,M,,,1471,52.3,,No failure
8671,13/05/2019 23:00,102,C,L55850,L,,,,30.4,155,No failure
8672,12/05/2019 10:20,102,A,L55851,L,297.5,308.8,1530,,,No failure
8673,17/05/2019 07:12,102,B,L55852,L,,,1312,50.3,,No failure
8674,20/08/2019 03:26,102,C,L55853,L,,,,42.6,161,No failure
8675,22/08/2019 11:38,102,C,M23534,M,,,,29.1,163,No failure
8676,19/12/2019 10:04,102,C,H38089,H,,,,29.4,166,No failure
8677,21/12/2019 16:03,102,B,M23536,M,,,1520,42.4,,No failure
8678,29/03/2020 03:30,102,C,M23537,M,,,,28.9,174,No failure
8679,28/03/2020 14:52,102,A,L55858,L,297.3,308.5,1514,,,No failure
8680,27/03/2020 03:59,102,B,L55859,L,,,1456,54.2,,No failure
8681,30/03/2020 10:58,102,A,L55860,L,297.2,308.5,1494,,,No failure
8682,30/03/2020 05:54,102,C,L55861,L,,,,30,183,No failure
8683,15/07/2020 20:25,102,C,M23542,M,,,,46.5,185,No failure
8684,16/07/2020 16:15,102,C,L55863,L,,,,47.9,188,No failure
8685,17/10/2020 23:52,102,C,L55864,L,,,,40.4,190,No failure
8686,17/10/2020 13:58,102,B,H38099,H,,,1524,41.4,,No failure
8687,14/01/2021 00:44,102,B,M23546,M,,,1611,31.6,,No failure
8688,12/01/2021 12:27,102,A,M23547,M,297.2,308.5,1604,,,No failure
8689,15/01/2021 07:30,102,C,L55868,L,,,,46.9,203,No failure
8690,12/01/2021 02:30,102,A,L55869,L,297.1,308.4,1543,,,No failure
8691,12/01/2021 23:01,102,C,L55870,L,,,,44.4,207,Tool Wear Failure
8692,17/04/2014 22:06,103,B,L55871,L,,,1555,36.2,,No failure
8693,16/04/2014 23:47,103,A,L55872,L,297.1,308.4,1583,,,No failure
8694,16/04/2014 02:33,103,B,M23553,M,,,1584,40,,No failure
8695,18/04/2014 03:25,103,A,L55874,L,297.2,308.5,1766,,,No failure
8696,19/04/2014 11:08,103,B,M23555,M,,,1498,44.4,,No failure
8697,03/08/2014 16:45,103,C,L55876,L,,,,49.8,12,No failure
8698,01/08/2014 13:47,103,C,L55877,L,,,,33.5,14,No failure
8699,02/08/2014 06:06,103,C,H38112,H,,,,46.2,16,No failure
8700,02/08/2014 01:29,103,A,M23559,M,297.3,308.7,1655,,,No failure
8701,31/07/2014 18:23,103,B,M23560,M,,,1451,43.8,,No failure
8702,24/10/2014 01:09,103,C,M23561,M,,,,38.4,27,No failure
8703,25/10/2014 00:05,103,A,L55882,L,297.2,308.6,1774,,,No failure
8704,22/10/2014 17:32,103,A,M23563,M,297.2,308.6,1284,,,No failure
